src,key1,key2,sortorder,firstbook,firstchapter,firstverse
"latin","calceamentum","noun","calceamentum","Matthew","3","11"
"latin","calceatus","adjective","calceatus","Mark","6","9"
"latin","calcio","verb","calcio","Acts","12","8"
"latin","calcitro","verb","calcitro","Acts","26","14"
"latin","calco","verb","calco","Luke","10","19"
"latin","calculus","noun","calculus","Revelation","2","17"
"latin","calefacio","verb","calefacio","Mark","14","54"
"latin","calefio","verb","calefio","John","18","18"
"latin","calidus","adjective","calidus","Revelation","3","15"
"latin","caligo","noun","caligo","Acts","13","11"
"latin","calix","noun","calix","Matthew","10","42"
"latin","calor","noun","calor","Acts","28","3"
"latin","calumnia","noun","calumnia","Luke","3","14"
"latin","calumnio","verb","calumnio","Matthew","5","44"
"latin","camelus","noun","camelus","Matthew","3","4"
"latin","caminus","noun","caminus","Matthew","13","42"
"latin","campester","adjective","campester","Luke","6","17"
"latin","candelabrum","noun","candelabrum","Matthew","5","15"
"latin","candidus","adjective","candidus","Mark","9","2"
"latin","canis","noun","canis","Matthew","7","6"
"latin","cano","verb","cano","Matthew","6","2"
"latin","canticum","noun","canticum","Ephesians","5","19"
"latin","canto","verb","canto","Matthew","26","34"
"latin","cantus","noun","cantus","Mark","13","35"
"latin","capillus","noun","capillus","Matthew","5","36"
"latin","capio","verb","capio","Matthew","19","11"
"latin","captio","noun","captio","Romans","11","9"
"latin","captivitas","noun","captivitas","II_Corinthians","10","5"
"latin","captivo","verb","captivo","Romans","7","23"
"latin","captivus","adjective","captivus","Ephesians","4","8"
"latin","captivus","noun","captivus","Luke","4","19"
"latin","captura","noun","captura","Luke","5","4"
"latin","caput","noun","caput","Matthew","5","36"
"latin","caracter","noun","caracter","Revelation","13","16"
"latin","carbo","noun","carbo","Romans","12","20"
"latin","carcedonius","noun","carcedonius","Revelation","21","19"
"latin","carcer","noun","carcer","Matthew","5","25"
"latin","caritas","noun","caritas","Matthew","24","12"
"latin","carnalis","adjective","carnalis","Romans","7","14"
"latin","caro","noun","caro","Matthew","16","17"
"latin","carus","adjective","carus","Mark","9","6"
"latin","castellum","noun","castellum","Matthew","9","35"
"latin","castigo","verb","castigo","I_Corinthians","9","27"
"latin","castitas","noun","castitas","Acts","24","25"
"latin","castra","noun","castra","Acts","21","34"
"latin","castro","verb","castro","Matthew","19","12"
"latin","castus","adjective","castus","II_Corinthians","11","2"
"latin","catecizo","verb","catecizo","Galatians","6","6"
"latin","catellus","noun","catellus","Matthew","15","27"
"latin","catena","noun","catena","Mark","5","3"
"latin","cathedra","noun","cathedra","Matthew","21","12"
"latin","catinus","noun","catinus","Mark","14","20"
"latin","cauda","noun","cauda","Revelation","9","10"
"latin","causa","noun","causa","Matthew","5","32"
"latin","causor","verb","causor","Romans","3","9"
"latin","cautio","noun","cautio","Luke","16","6"
"latin","caveo","verb","caveo","Matthew","10","17"
"latin","celeriter","adverb","celeriter","Acts","17","15"
"latin","cellarium","noun","cellarium","Luke","12","24"
"latin","cena","noun","cena","Matthew","23","6"
"latin","cenaculum","noun","cenaculum","Mark","14","15"
"latin","ceno","verb","ceno","Matthew","26","26"
"latin","census","noun","census","Matthew","17","25"
"latin","centeni","adjective","centeni","Mark","6","40"
"latin","centesimus","ordinal_numeral","centesimus","Matthew","13","8"
"latin","centiens","adverb","centiens","Mark","10","30"
"latin","centum","cardinal_numeral","centum","Matthew","13","23"
"latin","centum quadraginta quattuor","cardinal_numeral","centum quadraginta quattuor","Revelation","7","4"
"latin","centum quinquaginta tres","cardinal_numeral","centum quinquaginta tres","John","21","11"
"latin","centum viginti","cardinal_numeral","centum viginti","Acts","1","15"
"latin","centuplum","noun","centuplum","Matthew","19","29"
"latin","centuplus","adjective","centuplus","Luke","8","8"
"latin","centurio","noun","centurio","Matthew","8","5"
"latin","cerno","verb","cerno","Matthew","13","7"
"latin","certamen","noun","certamen","II_Timothy","4","7"
"latin","certe","adverb","certe","Acts","2","36"
"latin","certo","verb","certo","Colossians","1","29"
"latin","certus","adjective","certus","Luke","20","6"
"latin","cervical","noun","cervical","Mark","4","38"
"latin","cervix","noun","cervix","Acts","7","51"
"latin","cesso","verb","cesso","Matthew","14","32"
"latin","ceterus","adjective","ceterus","Matthew","27","49"
"latin","cetus","noun","cetus","Matthew","12","40"
"latin","chananeus","adjective","chananeus","Matthew","15","22"
"latin","charisma","noun","charisma","I_Corinthians","12","31"
"latin","chasma","noun","chasma","Luke","16","26"
"latin","chirographum","noun","chirographum","Colossians","2","14"
"latin","chorus","noun","chorus","Luke","15","25"
"latin","chrysolitus","noun","chrysolitus","Revelation","21","20"
"latin","chrysoprassus","noun","chrysoprassus","Revelation","21","20"
"latin","cibo","verb","cibo","Romans","12","20"
"latin","cibus","noun","cibus","Matthew","10","10"
"latin","cilicinus","adjective","cilicinus","Revelation","6","12"
"latin","cilicium","noun","cilicium","Matthew","11","21"
"latin","cingo","verb","cingo","John","21","18"
"latin","cinis","noun","cinis","Matthew","11","21"
"latin","cinnamomum","noun","cinnamomum","Revelation","18","13"
"latin","circa","adverb","circa","Luke","7","17"
"latin","circa","preposition","circa","Matthew","3","4"
"latin","circiter","adverb","circiter","Acts","2","41"
"latin","circuitus","noun","circuitus","Mark","3","34"
"latin","circum","preposition","circum","Matthew","8","18"
"latin","circumamictus","adjective","circumamictus","Revelation","4","4"
"latin","circumcido","verb","circumcido","Luke","1","59"
"latin","circumcisio","noun","circumcisio","John","7","22"
"latin","circumdo","verb","circumdo","Matthew","21","33"
"latin","circumduco","verb","circumduco","I_Corinthians","9","5"
"latin","circumeo","verb","circumeo","Matthew","4","23"
"latin","circumfero","verb","circumfero","Mark","6","55"
"latin","circumfulgeo","verb","circumfulgeo","Luke","2","9"
"latin","circumlego","verb","circumlego","Acts","28","13"
"latin","circumpono","verb","circumpono","Mark","15","36"
"latin","circumsedeo","verb","circumsedeo","Luke","22","55"
"latin","circumspicio","verb","circumspicio","Mark","3","5"
"latin","circumsto","verb","circumsto","Mark","14","47"
"latin","circumvenio","verb","circumvenio","Acts","7","19"
"latin","cithara","noun","cithara","I_Corinthians","14","7"
"latin","citharizo","verb","citharizo","I_Corinthians","14","7"
"latin","citharoedus","noun","citharoedus","Revelation","14","2"
"latin","cito","adverb","cito","Matthew","5","25"
"latin","cito","verb","cito","Acts","24","2"
"latin","civis","noun","civis","Luke","15","15"
"latin","civitas","noun","civitas","Matthew","2","23"
"latin","clam","adverb","clam","Matthew","2","7"
"latin","clamo","verb","clamo","Matthew","3","3"
"latin","clamor","noun","clamor","Matthew","25","6"
"latin","clamys","noun","clamys","Matthew","27","28"
"latin","clare","adverb","clare","Mark","8","25"
"latin","claresco","verb","claresco","II_Corinthians","3","10"
"latin","clarifico","verb","clarifico","John","12","23"
"latin","claritas","noun","claritas","Luke","2","9"
"latin","clarus","adjective","clarus","Revelation","18","14"
"latin","claudo","verb","claudo","Matthew","6","6"
"latin","claudus","adjective","claudus","Matthew","11","5"
"latin","clavis","noun","clavis","Matthew","16","19"
"latin","clavus","noun","clavus","John","20","25"
"latin","clementia","noun","clementia","Acts","24","4"
"latin","clibanus","noun","clibanus","Matthew","6","30"
"latin","coacervo","verb","coacervo","II_Timothy","4","3"
"latin","coaedifico","verb","coaedifico","Ephesians","2","22"
"latin","coaequalis","adjective","coaequalis","Matthew","11","16"
"latin","coagito","verb","coagito","Luke","6","38"
"latin","coangusto","verb","coangusto","Luke","19","43"
"latin","coarto","verb","coarto","Luke","12","50"
"latin","coccineus","adjective","coccineus","Matthew","27","28"
"latin","coccinum","noun","coccinum","Revelation","17","4"
"latin","coccum","noun","coccum","Revelation","18","12"
"latin","coepi","verb","coepi","Matthew","4","17"
"latin","cofinus","noun","cofinus","Matthew","14","20"
"latin","cogitatio","noun","cogitatio","Matthew","9","4"
"latin","cogito","verb","cogito","Matthew","1","20"
"latin","cognatio","noun","cognatio","Mark","6","4"
"latin","cognatus","adjective","cognatus","Luke","1","36"
"latin","cognitio","noun","cognitio","Acts","25","21"
"latin","cognitus","adjective","cognitus","II_Corinthians","6","8"
"latin","cognomino","verb","cognomino","Luke","6","14"
"latin","cognosco","verb","cognosco","Matthew","1","25"
"latin","cogo","verb","cogo","Mark","6","45"
"latin","coheres","noun","coheres","Romans","8","17"
"latin","cohors","noun","cohors","Matthew","27","27"
"latin","coinquinatus","adjective","coinquinatus","Titus","1","15"
"latin","coinquino","verb","coinquino","Matthew","15","11"
"latin","colaphizo","verb","colaphizo","II_Corinthians","12","7"
"latin","colaphus","noun","colaphus","Matthew","26","67"
"latin","collaboro","verb","collaboro","Philippians","1","27"
"latin","collactaneus","adjective","collactaneus","Acts","13","1"
"latin","collatio","noun","collatio","Romans","15","26"
"latin","collaudo","verb","collaudo","Acts","2","47"
"latin","collecta","noun","collecta","I_Corinthians","16","1"
"latin","colligo","verb","colligo","Matthew","7","16"
"latin","collis","noun","collis","Luke","3","5"
"latin","colloquium","noun","colloquium","I_Corinthians","15","33"
"latin","colloquor","verb","colloquor","Luke","4","36"
"latin","colluctatio","noun","colluctatio","Ephesians","6","12"
"latin","collum","noun","collum","Matthew","18","6"
"latin","collyrium","noun","collyrium","Revelation","3","18"
"latin","colo","verb","colo","Matthew","15","9"
"latin","colonia","noun","colonia","Acts","16","12"
"latin","colonus","noun","colonus","Mark","12","7"
"latin","columba","noun","columba","Matthew","3","16"
"latin","columna","noun","columna","Revelation","3","12"
"latin","coma","noun","coma","I_Corinthians","11","14"
"latin","comburo","verb","comburo","Matthew","3","12"
"latin","comedo","verb","comedo","Matthew","12","4"
"latin","comes","noun","comes","Acts","19","29"
"latin","comesatio","noun","comesatio","Romans","13","13"
"latin","comitatus","noun","comitatus","Luke","2","44"
"latin","comitor","verb","comitor","Acts","9","7"
"latin","commanduco","verb","commanduco","Revelation","16","10"
"latin","commemoratio","noun","commemoratio","Luke","22","19"
"latin","commemoro","verb","commemoro","Acts","10","31"
"latin","commendaticius","adjective","commendaticius","II_Corinthians","3","1"
"latin","commendo","verb","commendo","Luke","12","48"
"latin","commilito","noun","commilito","Philippians","2","25"
"latin","comminor","verb","comminor","Matthew","9","30"
"latin","comminuo","verb","comminuo","Mark","5","4"
"latin","commisceo","verb","commisceo","I_Corinthians","5","9"
"latin","commissura","noun","commissura","Matthew","9","16"
"latin","committo","verb","committo","Mark","10","11"
"latin","commodo","verb","commodo","Luke","11","5"
"latin","commonefacio","verb","commonefacio","I_Corinthians","4","17"
"latin","commoneo","verb","commoneo","Jude","1","5"
"latin","commoratio","noun","commoratio","Acts","1","20"
"latin","commorior","verb","commorior","Mark","14","31"
"latin","commoror","verb","commoror","Acts","12","19"
"latin","commoveo","verb","commoveo","Matthew","21","10"
"latin","communicatio","noun","communicatio","Acts","2","42"
"latin","communico","verb","communico","Mark","7","15"
"latin","communis","adjective","communis","Mark","7","2"
"latin","commutatio","noun","commutatio","Matthew","16","26"
"latin","commuto","verb","commuto","Romans","1","25"
"latin","compar","adjective","compar","Philippians","4","3"
"latin","comparo","verb","comparo","Mark","4","30"
"latin","compatior","verb","compatior","Romans","8","17"
"latin","compello","verb","compello","Luke","14","23"
"latin","comperio","verb","comperio","Acts","4","13"
"latin","compes","noun","compes","Mark","5","4"
"latin","compingo","verb","compingo","Ephesians","4","16"
"latin","complaceo","verb","complaceo","Matthew","3","17"
"latin","complanto","verb","complanto","Romans","6","5"
"latin","complector","verb","complector","Mark","9","35"
"latin","compleo","verb","compleo","Luke","1","1"
"latin","complexo","verb","complexo","Mark","10","16"
"latin","complures","adjective","complures","Mark","5","26"
"latin","compono","verb","compono","Mark","1","19"
"latin","compr(eh)endo","verb","comprendo","Matthew","4","24"
"latin","comprimo","verb","comprimo","Mark","3","9"
"latin","comprobo","verb","comprobo","II_Corinthians","8","8"
"latin","compunctio","noun","compunctio","Romans","11","8"
"latin","compungo","verb","compungo","Acts","2","37"
"latin","computo","verb","computo","Luke","14","28"
"latin","concaptivus","noun","concaptivus","Romans","16","7"
"latin","concedo","verb","concedo","Mark","5","13"
"latin","concido I","verb","concido","Luke","6","49"
"latin","concido II","verb","concido","Mark","5","5"
"latin","concilium","noun","concilium","Matthew","5","22"
"latin","concipio","verb","concipio","Luke","1","24"
"latin","concisio","noun","concisio","Philippians","3","2"
"latin","concito","verb","concito","Mark","15","11"
"latin","concludo","verb","concludo","Luke","5","6"
"latin","concordo","verb","concordo","Acts","15","15"
"latin","concremo","verb","concremo","Revelation","17","16"
"latin","concubitor","noun","concubitor","I_Corinthians","6","10"
"latin","concubitus","noun","concubitus","Romans","9","10"
"latin","conculco","verb","conculco","Matthew","5","13"
"latin","concupio","verb","concupio","Acts","20","33"
"latin","concupiscentia","noun","concupiscentia","Mark","4","19"
"latin","concupisco","verb","concupisco","Matthew","5","28"
"latin","concurro","verb","concurro","Mark","6","33"
"latin","concursio","noun","concursio","Acts","21","30"
"latin","concursus","noun","concursus","Acts","19","40"
"latin","concutio","verb","concutio","Luke","3","14"
"latin","condelector","verb","condelector","Romans","7","22"
"latin","condemnatio","noun","condemnatio","Romans","5","16"
"latin","condemno","verb","condemno","Matthew","12","7"
"latin","condignus","adjective","condignus","Romans","8","18"
"latin","condio","verb","condio","Mark","9","49"
"latin","condiscipulus","noun","condiscipulus","John","11","16"
"latin","condo","verb","condo","Mark","13","19"
"latin","conduco","verb","conduco","Matthew","20","1"
"latin","conductum","noun","conductum","Acts","28","30"
"latin","conecto","verb","conecto","Ephesians","4","16"
"latin","confero","verb","confero","Luke","2","19"
"latin","confertus","adjective","confertus","Luke","6","38"
"latin","confessio","noun","confessio","Romans","10","10"
"latin","confestim","adverb","confestim","Matthew","3","16"
"latin","confidentia","noun","confidentia","II_Corinthians","1","15"
"latin","confido","verb","confido","Matthew","9","2"
"latin","configo","verb","configo","Galatians","2","19"
"latin","configuro","verb","configuro","Philippians","3","10"
"latin","confirmatio","noun","confirmatio","Philippians","1","7"
"latin","confirmo","verb","confirmo","Mark","16","20"
"latin","confiteor","verb","confiteor","Matthew","3","6"
"latin","conformis","adjective","conformis","Romans","8","29"
"latin","conformo","verb","conformo","Romans","12","2"
"latin","conforto","verb","conforto","Luke","1","80"
"latin","confrico","verb","confrico","Luke","6","1"
"latin","confringo","verb","confringo","Matthew","12","20"
"latin","confugio","verb","confugio","Acts","14","6"
"latin","confundo","verb","confundo","Mark","8","38"
"latin","confusio","noun","confusio","Luke","21","25"
"latin","congaudeo","verb","congaudeo","I_Corinthians","12","26"
"latin","congero","verb","congero","Romans","12","20"
"latin","conglorifico","verb","conglorifico","Romans","8","17"
"latin","congratulor","verb","congratulor","Luke","1","58"
"latin","congregatio","noun","congregatio","II_Thessalonians","2","1"
"latin","congrego","verb","congrego","Matthew","2","4"
"latin","coniunctio","noun","coniunctio","Colossians","2","19"
"latin","coniungo","verb","coniungo","Matthew","19","6"
"latin","coniunx","noun","coniunx","Matthew","1","20"
"latin","coniuratio","noun","coniuratio","Acts","23","13"
"latin","connumero","verb","connumero","Acts","1","17"
"latin","conor","verb","conor","Luke","1","1"
"latin","conquasso","verb","conquasso","Luke","20","18"
"latin","conquiro","verb","conquiro","Mark","1","27"
"latin","conquisitio","noun","conquisitio","Acts","15","7"
"latin","conquisitor","noun","conquisitor","I_Corinthians","1","20"
"latin","conrumpo","verb","conrumpo","Revelation","19","2"
"latin","conscientia","noun","conscientia","Acts","23","1"
"latin","conscindo","verb","conscindo","Acts","14","13"
"latin","conscius","adjective","conscius","Acts","5","2"
"latin","consedo","verb","consedo","Ephesians","2","6"
"latin","consensus","noun","consensus","I_Corinthians","7","5"
"latin","consentio","verb","consentio","Matthew","5","25"
"latin","consepelio","verb","consepelio","Romans","6","4"
"latin","consequor","verb","consequor","Matthew","5","7"
"latin","conservo","verb","conservo","Matthew","9","17"
"latin","conservus","noun","conservus","Matthew","18","28"
"latin","considero","verb","considero","Matthew","6","28"
"latin","consiliarius","noun","consiliarius","Romans","11","34"
"latin","consilium","noun","consilium","Matthew","12","14"
"latin","consolatio","noun","consolatio","Luke","2","25"
"latin","consolido","verb","consolido","Acts","3","7"
"latin","consolor","verb","consolor","Matthew","2","18"
"latin","consparsio","noun","consparsio","I_Corinthians","5","7"
"latin","conspectus","noun","conspectus","Luke","9","52"
"latin","conspicio","verb","conspicio","Romans","1","20"
"latin","conspiro","verb","conspiro","John","9","22"
"latin","conspuo","verb","conspuo","Mark","10","34"
"latin","constans","adjective","constans","Acts","23","11"
"latin","constanter","adverb","constanter","Luke","23","10"
"latin","constantia","noun","constantia","Acts","4","13"
"latin","consterno","verb","consterno","Luke","24","4"
"latin","constituo","verb","constituo","Matthew","24","45"
"latin","constitutio","noun","constitutio","Matthew","13","35"
"latin","consto","verb","consto","Colossians","1","17"
"latin","construo","verb","construo","Ephesians","2","21"
"latin","consuesco","verb","consuesco","Matthew","27","15"
"latin","consuetudo","noun","consuetudo","Luke","1","9"
"latin","consul","noun","consul","Acts","19","38"
"latin","consummatio","noun","consummatio","Matthew","13","39"
"latin","consummo","verb","consummo","Matthew","7","28"
"latin","consumo","verb","consumo","Luke","9","54"
"latin","consurgo","verb","consurgo","Matthew","2","14"
"latin","contaminatio","noun","contaminatio","Acts","15","20"
"latin","contamino","verb","contamino","John","18","28"
"latin","contemno","verb","contemno","Matthew","6","24"
"latin","contemplo","verb","contemplo","II_Corinthians","4","18"
"latin","contemptibilis","adjective","contemptibilis","I_Corinthians","1","28"
"latin","contemptor","noun","contemptor","Acts","13","41"
"latin","contendo","verb","contendo","Matthew","5","40"
"latin","contenebro","verb","contenebro","Mark","13","24"
"latin","contentio","noun","contentio","Luke","22","24"
"latin","contentiosus","adjective","contentiosus","I_Corinthians","11","16"
"latin","contentus","adjective","contentus","Luke","3","14"
"latin","contero","verb","contero","Matthew","21","44"
"latin","conterreo","verb","conterreo","Luke","24","37"
"latin","contestor","verb","contestor","Acts","20","26"
"latin","contexo","verb","contexo","John","19","23"
"latin","continentia","noun","continentia","Galatians","5","23"
"latin","contineo","verb","contineo","Mark","9","9"
"latin","contingo","verb","contingo","Matthew","18","13"
"latin","continuo","adverb","continuo","Matthew","4","20"
"latin","continuus","adjective","continuus","Romans","9","2"
"latin","contionor","verb","contionor","Acts","12","21"
"latin","contra","adverb","contra","Mark","4","35"
"latin","contra","preposition","contra","Matthew","12","25"
"latin","contradico","verb","contradico","Luke","2","34"
"latin","contradictio","noun","contradictio","Jude","1","11"
"latin","contrarius","adjective","contrarius","Matthew","14","24"
"latin","contrecto","verb","contrecto","Colossians","2","21"
"latin","contribulis","noun","contribulis","I_Thessalonians","2","14"
"latin","contristo","verb","contristo","Matthew","14","9"
"latin","contristor","verb","contristor","John","16","20"
"latin","contritio","noun","contritio","Romans","3","16"
"latin","contubernium","noun","contubernium","Mark","6","39"
"latin","contumelia","noun","contumelia","Matthew","22","6"
"latin","contumeliosus","adjective","contumeliosus","Romans","1","30"
"latin","conturbo","verb","conturbo","Mark","6","50"
"latin","convalesco","verb","convalesco","Acts","9","22"
"latin","convenio","verb","convenio","Matthew","1","18"
"latin","conventio","noun","conventio","Matthew","20","2"
"latin","conventus","noun","conventus","Acts","19","38"
"latin","conversatio","noun","conversatio","Ephesians","2","12"
"latin","conversio","noun","conversio","Acts","15","3"
"latin","conversor","verb","conversor","Matthew","17","22"
"latin","converto","verb","converto","Matthew","7","6"
"latin","convescor","verb","convescor","Acts","1","4"
"latin","convicior","verb","convicior","Mark","15","32"
"latin","convinco","verb","convinco","I_Corinthians","14","24"
"latin","convivifico","verb","convivifico","Ephesians","2","5"
"latin","convivium","noun","convivium","Luke","5","29"
"latin","convivo","verb","convivo","II_Corinthians","7","3"
"latin","convivor","verb","convivor","Jude","1","12"
"latin","convoco","verb","convoco","Matthew","10","1"
"latin","cooperator","noun","cooperator","Philippians","2","25"
"latin","cooperio","verb","cooperio","Matthew","6","29"
"latin","cooperor","verb","cooperor","Mark","16","20"
"latin","copiosus","adjective","copiosus","Matthew","5","12"
"latin","cor","noun","cor","Matthew","5","8"
"latin","coram","preposition","coram","Matthew","5","16"
"latin","corban","foreign_word","corban","Mark","7","11"
"latin","corbanas","noun","corbanas","Matthew","27","6"
"latin","coriarius","noun","coriarius","Acts","9","43"
"latin","cornu","noun","cornu","Luke","1","69"
"latin","corona","noun","corona","Matthew","27","29"
"latin","corporalis","adjective","corporalis","Luke","3","22"
"latin","corporaliter","adverb","corporaliter","Colossians","2","9"
"latin","corpus","noun","corpus","Matthew","5","29"
"latin","correptio","noun","correptio","I_Corinthians","10","11"
"latin","corresuscito","verb","corresuscito","Ephesians","2","6"
"latin","corrigia","noun","corrigia","Mark","1","7"
"latin","corrigo","verb","corrigo","Acts","24","2"
"latin","corripio","verb","corripio","Matthew","18","15"
"latin","corroboro","verb","corroboro","Ephesians","3","16"
"latin","corrumpo","verb","corrumpo","Luke","12","33"
"latin","corruptibilis","adjective","corruptibilis","Romans","1","23"
"latin","corruptio","noun","corruptio","Acts","2","27"
"latin","corusco","verb","corusco","Luke","17","24"
"latin","corvus","noun","corvus","Luke","12","24"
"latin","cottidianus","adjective","cottidianus","Luke","11","3"
"latin","cottidie","adverb","cottidie","Matthew","26","55"
"latin","coutor","verb","coutor","John","4","9"
"latin","crapula","noun","crapula","Luke","21","34"
"latin","cras","adverb","cras","Matthew","6","30"
"latin","crastinus","adjective","crastinus","Matthew","6","34"
"latin","creator","noun","creator","Romans","1","25"
"latin","creatura","noun","creatura","Mark","10","6"
"latin","crebro","adverb","crebro","Mark","7","3"
"latin","credo","verb","credo","Matthew","8","13"
"latin","creo","verb","creo","I_Corinthians","11","9"
"latin","crepo","verb","crepo","Acts","1","18"
"latin","cresco","verb","cresco","Matthew","6","28"
"latin","cribro","verb","cribro","Luke","22","31"
"latin","crimen","noun","crimen","Matthew","12","5"
"latin","cristallus","noun","cristallus","Revelation","4","6"
"latin","cruciatus","noun","cruciatus","Revelation","9","5"
"latin","crucifigo","verb","crucifigo","Matthew","20","19"
"latin","crucio","verb","crucio","Luke","16","24"
"latin","crus","noun","crus","John","19","31"
"latin","crux","noun","crux","Matthew","10","38"
"latin","cubiculum","noun","cubiculum","Matthew","6","6"
"latin","cubile","noun","cubile","Luke","11","7"
"latin","cubitum","noun","cubitum","Matthew","6","27"
"latin","culex","noun","culex","Matthew","23","24"
"latin","cultor","noun","cultor","Luke","13","7"
"latin","cultrix","noun","cultrix","Acts","19","35"
"latin","cultura","noun","cultura","I_Corinthians","10","14"
"latin","cum","preposition","cum","Matthew","1","23"
"latin","cum","relative_adverb","cum","Matthew","26","29"
"latin","cum","subjunction","cum","Matthew","1","18"
"latin","cumi","foreign_word","cumi","Mark","5","41"
"latin","cuminum","noun","cuminum","Matthew","23","23"
"latin","cumque","subjunction","cumque","Acts","1","10"
"latin","cunctus","adjective","cunctus","Acts","8","40"
"latin","cupide","adverb","cupide","I_Thessalonians","2","8"
"latin","cupiditas","noun","cupiditas","Romans","15","23"
"latin","cupidus","adjective","cupidus","Galatians","5","26"
"latin","cupio","verb","cupio","Matthew","13","17"
"latin","cur","adverb","cur","Mark","2","18"
"latin","cura","noun","cura","Matthew","22","16"
"latin","curatio","noun","curatio","I_Corinthians","12","28"
"latin","curiose","adverb","curiose","II_Thessalonians","3","11"
"latin","curiosus","adjective","curiosus","Acts","19","19"
"latin","curo","verb","curo","Matthew","4","24"
"latin","curro","verb","curro","Matthew","27","48"
"latin","currus","noun","currus","Acts","8","28"
"latin","cursus","noun","cursus","Acts","13","25"
"latin","curvo","verb","curvo","Romans","11","4"
"latin","custodia","noun","custodia","Matthew","27","65"
"latin","custodio","verb","custodio","Matthew","19","20"
"latin","custos","noun","custos","Matthew","27","66"
"latin","cymbalum","noun","cymbalum","I_Corinthians","13","1"
"latin","daemon","noun","daemon","Matthew","8","31"
"latin","daemonium","noun","daemonium","Matthew","4","24"
"latin","damnatio","noun","damnatio","Luke","20","47"
"latin","damno","verb","damno","Matthew","27","3"
"latin","damnum","noun","damnum","Acts","27","10"
"latin","dator","noun","dator","II_Corinthians","9","7"
"latin","datum","noun","datum","Luke","11","13"
"latin","de","preposition","de","Matthew","1","3"
"latin","dea","noun","dea","Acts","19","27"
"latin","dealbatus","adjective","dealbatus","Acts","23","3"
"latin","dealbo","verb","dealbo","Matthew","23","27"
"latin","deauro","verb","deauro","Revelation","18","16"
"latin","debeo","verb","debeo","Matthew","3","14"
"latin","debilis","adjective","debilis","Matthew","15","30"
"latin","debitor","noun","debitor","Matthew","6","12"
"latin","debitum","noun","debitum","Matthew","6","12"
"latin","decalvo","verb","decalvo","I_Corinthians","11","5"
"latin","decem","cardinal_numeral","decem","Matthew","18","24"
"latin","deceptio","noun","deceptio","Mark","4","19"
"latin","decerno","verb","decerno","Acts","4","28"
"latin","decerto","verb","decerto","John","18","36"
"latin","decet","verb","decet","Matthew","3","15"
"latin","decido","verb","decido","Mark","13","25"
"latin","decimo","verb","decimo","Matthew","23","23"
"latin","decimus","ordinal_numeral","decimus","Luke","18","12"
"latin","decipio","verb","decipio","Colossians","2","4"
"latin","declaro","verb","declaro","I_Corinthians","3","13"
"latin","declino","verb","declino","Luke","9","12"
"latin","decollo","verb","decollo","Matthew","14","10"
"latin","decretum","noun","decretum","Acts","17","7"
"latin","decumbo","verb","decumbo","Mark","1","30"
"latin","decurio","noun","decurio","Mark","15","43"
"latin","decurro","verb","decurro","Luke","22","44"
"latin","dedecus","noun","dedecus","II_Corinthians","4","2"
"latin","dedo","verb","dedo","Matthew","14","19"
"latin","deduco","verb","deduco","Acts","9","30"
"latin","defendo","verb","defendo","Acts","25","16"
"latin","defensio","noun","defensio","I_Corinthians","9","3"
"latin","defero","verb","defero","Acts","19","12"
"latin","deficio","verb","deficio","Matthew","15","32"
"latin","definio","verb","definio","Luke","22","22"
"latin","definitus","adjective","definitus","Acts","2","23"
"latin","deformo","verb","deformo","II_Corinthians","3","7"
"latin","defraudo","verb","defraudo","Luke","19","8"
"latin","defungor","verb","defungor","Matthew","2","19"
"latin","deicio","verb","deicio","II_Corinthians","4","9"
"latin","deinceps","adverb","deinceps","Luke","7","11"
"latin","deinde","adverb","deinde","Mark","4","17"
"latin","deleo","verb","deleo","Acts","3","19"
"latin","delibatio","noun","delibatio","Romans","11","16"
"latin","delibo","verb","delibo","II_Timothy","4","6"
"latin","delicia","noun","delicia","Luke","7","25"
"latin","delictum","noun","delictum","Matthew","6","14"
"latin","delinquo","verb","delinquo","Titus","3","11"
"latin","deliramentum","noun","deliramentum","Luke","24","11"
"latin","deludo","verb","deludo","Matthew","20","19"
"latin","demento","verb","demento","Acts","8","11"
"latin","demergo","verb","demergo","Matthew","18","6"
"latin","deminuo","verb","deminuo","Revelation","22","19"
"latin","deminutio","noun","deminutio","Romans","11","12"
"latin","demolior","verb","demolior","Matthew","6","16"
"latin","demonstro","verb","demonstro","Matthew","3","7"
"latin","demoror","verb","demoror","John","3","22"
"latin","denarius","noun","denarius","Matthew","18","28"
"latin","denego","verb","denego","Mark","8","34"
"latin","deni","adjective","deni","Revelation","9","16"
"latin","dens","noun","dens","Matthew","5","38"
"latin","denuntio","verb","denuntio","Acts","4","18"
"latin","denuo","adverb","denuo","Mark","14","40"
"latin","deorsum","adverb","deorsum","Matthew","4","6"
"latin","depono","verb","depono","Mark","15","36"
"latin","depr(eh)endo","verb","deprendo","John","8","3"
"latin","deprecatio","noun","deprecatio","Luke","1","13"
"latin","deprecor","verb","deprecor","Mark","1","40"
"latin","deputo","verb","deputo","Luke","22","37"
"latin","derelinquo","verb","derelinquo","Matthew","27","46"
"latin","derideo","verb","derideo","Matthew","9","24"
"latin","descendo","verb","descendo","Matthew","3","16"
"latin","descensus","noun","descensus","Luke","19","37"
"latin","describo","verb","describo","Luke","2","1"
"latin","descriptio","noun","descriptio","Luke","2","2"
