src,key1,key2,sortorder,firstbook,firstchapter,firstverse
"Hebrew","CWMJM/","NA","ufmjm","Numeri","11","5"
"Hebrew","CWMR/","NA","ufmt","Chronica_I","7","32"
"Hebrew","CWNJ/","NA","ufnj","Numeri","26","15"
"Hebrew","CWNJ=/","NA","ufnj","Genesis","46","16"
"Hebrew","CWNM/","NA","ufnm","Josua","19","18"
"Hebrew","CWNMJ/","NA","ufnmj","Reges_I","1","3"
"Hebrew","CWP=[","qal","ufq","Genesis","3","15"
"Hebrew","CWPK/","NA","ufqk","Chronica_I","19","16"
"Hebrew","CWPMJ/","NA","ufqmj","Numeri","26","39"
"Hebrew","CWPR/","NA","ufqt","Exodus","19","16"
"Hebrew","CWP[","qal","ufq","Genesis","3","15"
"Hebrew","CWQ/","NA","ufs","Exodus","29","22"
"Hebrew","CWQ=/","NA","ufs","Proverbia","7","8"
"Hebrew","CWQQ/","NA","ufss","Jesaia","29","8"
"Hebrew","CWQ[","piel","ufs","Psalmi","65","10"
"Hebrew","CWR/","NA","uft","Genesis","32","6"
"Hebrew","CWR=/","NA","uft","Genesis","49","22"
"Hebrew","CWR==/","NA","uft","Genesis","16","7"
"Hebrew","CWR=[","qal","uft","Jesaia","57","9"
"Hebrew","CWRH/","NA","ufte","Iob","24","11"
"Hebrew","CWRR/","NA","uftt","Psalmi","5","9"
"Hebrew","CWR[","qal","uft","Numeri","23","9"
"Hebrew","CWTLX/","NA","ufvlh","Numeri","26","35"
"Hebrew","CWV/","NA","ufi","Reges_I","12","11"
"Hebrew","CWV=/","NA","ufi","Jesaia","28","15"
"Hebrew","CWV=[","qal","ufi","Ezechiel","16","57"
"Hebrew","CWV[","qal","ufi","Numeri","11","8"
"Hebrew","CWX/","NA","ufh","Genesis","25","2"
"Hebrew","CWXH/","NA","ufhe","Jeremia","2","6"
"Hebrew","CWXH=/","NA","ufhe","Chronica_I","4","11"
"Hebrew","CWXJ/","NA","ufhj","Iob","2","11"
"Hebrew","CWXM/","NA","ufhm","Numeri","26","42"
"Hebrew","CWXMJ/","NA","ufhmj","Numeri","26","42"
"Hebrew","CWX[","qal","ufh","Proverbia","2","18"
"Hebrew","CX/","NA","uh","Iob","22","29"
"Hebrew","CXD/","NA","uhd","Exodus","23","8"
"Hebrew","CXD[","qal","uhd","Ezechiel","16","33"
"Hebrew","CXH[","qal","uhe","Jesaia","51","23"
"Hebrew","CXJN/","NA","uhjn","Exodus","9","9"
"Hebrew","CXJS/","NA","uhjo","Jesaia","37","30"
"Hebrew","CXJT/","NA","uhjv","Psalmi","107","20"
"Hebrew","CXJVH/","NA","uhjie","Chronica_II","30","17"
"Hebrew","CXL/","NA","uhl","Hosea","5","14"
"Hebrew","CXLT/","NA","uhlv","Exodus","30","34"
"Hebrew","CXP/","NA","uhq","Leviticus","11","16"
"Hebrew","CXPT/","NA","uhqv","Leviticus","26","16"
"Hebrew","CXQ/","NA","uhs","Deuteronomium","33","26"
"Hebrew","CXQ[","qal","uhs","Exodus","30","36"
"Hebrew","CXR/","NA","uht","Genesis","19","15"
"Hebrew","CXR=/","NA","uht","Leviticus","13","31"
"Hebrew","CXR=[","qal","uht","Iob","30","30"
"Hebrew","CXRJH/","NA","uhtje","Chronica_I","8","26"
"Hebrew","CXRJM/","NA","uhtjm","Chronica_I","8","8"
"Hebrew","CXRWT/","NA","uhtfv","Ecclesiastes","11","10"
"Hebrew","CXRXR/","NA","uhtht","Canticum","1","6"
"Hebrew","CXR[","qal","uht","Proverbia","11","27"
"Hebrew","CXT/","NA","uhv","Jesaia","38","17"
"Hebrew","CXT[","nif","uhv","Genesis","6","11"
"Hebrew","CXV=[","qal","uhi","Reges_I","10","16"
"Hebrew","CXVH/","NA","uhie","Hosea","5","2"
"Hebrew","CXV[","qal","uhi","Genesis","22","10"
"Hebrew","CXWR/","NA","uhft","Threni","4","8"
"Hebrew","CXWT/","NA","uhfv","Proverbia","28","10"
"Hebrew","CXX[","qal","uhh","Jesaia","2","11"
"Hebrew","CXY/","NA","uhr","Iob","28","8"
"Hebrew","CXYJMH/","NA","uhrjme","Josua","19","22"
"Hebrew","CYP/","NA","urq","Jesaia","54","8"
"Hebrew","CZP[","qal","ugq","Iob","20","9"
"Hebrew","CZR[","hof","ugt","Exodus","26","1"
"Hebrew","D</","NA","dp","Iob","32","6"
"Hebrew","D<H/","NA","dpe","Samuel_I","2","3"
"Hebrew","D<K[","qal","dpk","Jesaia","43","17"
"Hebrew","D<T/","NA","dpv","Genesis","2","9"
"Hebrew","D<W>L/","NA","dpfal","Numeri","1","14"
"Hebrew","D>BH/","NA","dabe","Iob","41","14"
"Hebrew","D>BWN/","NA","dabfn","Deuteronomium","28","65"
"Hebrew","D>B[","qal","dab","Jeremia","31","12"
"Hebrew","D>GH/","NA","dace","Josua","22","24"
"Hebrew","D>G[","qal","dac","Samuel_I","9","5"
"Hebrew","D>H/","NA","dae","Leviticus","11","14"
"Hebrew","D>H[","qal","dae","Deuteronomium","28","49"
"Hebrew","D>R/","NA","dat","Josua","17","11"
"Hebrew","DB/","NA","db","Samuel_I","17","34"
"Hebrew","DB>/","NA","dba","Deuteronomium","33","25"
"Hebrew","DBB[","qal","dbb","Canticum","7","10"
"Hebrew","DBC/","NA","dbu","Genesis","43","11"
"Hebrew","DBCT/","NA","dbuv","Jesaia","30","6"
"Hebrew","DBCT=/","NA","dbuv","Josua","19","11"
"Hebrew","DBH/","NA","dbe","Genesis","37","2"
"Hebrew","DBJR/","NA","dbjt","Reges_I","6","5"
"Hebrew","DBJR=/","NA","dbjt","Josua","10","3"
"Hebrew","DBJWNJM/","NA","dbjfnjm","Reges_II","6","25"
"Hebrew","DBLH/","NA","dble","Samuel_I","25","18"
"Hebrew","DBLH=/","NA","dble","Ezechiel","6","14"
"Hebrew","DBLJM/","NA","dbljm","Hosea","1","3"
"Hebrew","DBLT/","NA","dblv","Reges_II","20","7"
"Hebrew","DBQ/","NA","dbs","Reges_I","22","34"
"Hebrew","DBQ=/","NA","dbs","Deuteronomium","4","4"
"Hebrew","DBQ[","qal","dbs","Genesis","2","24"
"Hebrew","DBR/","NA","dbt","Genesis","11","1"
"Hebrew","DBR=/","NA","dbt","Exodus","5","3"
"Hebrew","DBR==/","NA","dbt","Jesaia","5","17"
"Hebrew","DBR===/","NA","dbt","Hosea","13","14"
"Hebrew","DBR=====/","NA","dbt","Josua","10","38"
"Hebrew","DBR=[","piel","dbt","Iob","19","18"
"Hebrew","DBRH/","NA","dbte","Psalmi","110","4"
"Hebrew","DBRJ/","NA","dbtj","Leviticus","24","11"
"Hebrew","DBRT/","NA","dbtv","Deuteronomium","33","3"
"Hebrew","DBRT=/","NA","dbtv","Josua","19","12"
"Hebrew","DBRWT/","NA","dbtfv","Reges_I","5","23"
"Hebrew","DBR[","qal","dbt","Genesis","16","13"
"Hebrew","DBWRH/","NA","dbfte","Deuteronomium","1","44"
"Hebrew","DBWRH=/","NA","dbfte","Genesis","35","8"
"Hebrew","DC>/","NA","dua","Genesis","1","11"
"Hebrew","DC>[","qal","dua","Joel","2","22"
"Hebrew","DCN/","NA","dun","Leviticus","1","16"
"Hebrew","DCN=/","NA","dun","Jesaia","30","23"
"Hebrew","DCN[","qal","dun","Deuteronomium","31","20"
"Hebrew","DD/","NA","dd","Ezechiel","23","3"
"Hebrew","DDH[","hit","dde","Jesaia","38","15"
"Hebrew","DDN/","NA","ddn","Genesis","10","7"
"Hebrew","DDNJ/","NA","ddnj","Jesaia","21","13"
"Hebrew","DDNJM/","NA","ddnjm","Genesis","10","4"
"Hebrew","DG/","NA","dc","Genesis","9","2"
"Hebrew","DGH/","NA","dce","Genesis","1","26"
"Hebrew","DGH[","qal","dce","Genesis","48","16"
"Hebrew","DGL/","NA","dcl","Numeri","1","52"
"Hebrew","DGL[","qal","dcl","Psalmi","20","6"
"Hebrew","DGN/","NA","dcn","Genesis","27","28"
"Hebrew","DGR[","qal","dct","Jesaia","34","15"
"Hebrew","DGWN/","NA","dcfn","Judices","16","23"
"Hebrew","DHM[","nif","dem","Jeremia","14","9"
"Hebrew","DHRH/","NA","dete","Judices","5","22"
"Hebrew","DHR[","qal","det","Nahum","3","2"
"Hebrew","DJ/","NA","dj","Exodus","36","5"
"Hebrew","DJBN/","NA","djbn","Numeri","21","30"
"Hebrew","DJC/","NA","dju","Leviticus","26","5"
"Hebrew","DJCN/","NA","djun","Genesis","36","21"
"Hebrew","DJCWN/","NA","djufn","Deuteronomium","14","5"
"Hebrew","DJCWN=/","NA","djufn","Genesis","36","21"
"Hebrew","DJG/","NA","djc","Jesaia","19","8"
"Hebrew","DJG[","qal","djc","Jeremia","16","16"
"Hebrew","DJH/","NA","dje","Deuteronomium","14","13"
"Hebrew","DJMWN/","NA","djmfn","Jesaia","15","9"
"Hebrew","DJMWNH/","NA","djmfne","Josua","15","22"
"Hebrew","DJN/","NA","djn","Deuteronomium","17","8"
"Hebrew","DJN=/","NA","djn","Samuel_I","24","16"
"Hebrew","DJNH/","NA","djne","Genesis","30","21"
"Hebrew","DJN[","qal","djn","Genesis","15","14"
"Hebrew","DJPT/","NA","djqv","Chronica_I","1","6"
"Hebrew","DJQ/","NA","djs","Reges_II","25","1"
"Hebrew","DJW/","NA","djf","Jeremia","36","18"
"Hebrew","DJ_ZHB/","NA","dj geb","Deuteronomium","1","1"
"Hebrew","DK/","NA","dk","Psalmi","9","10"
"Hebrew","DK>/","NA","dka","Jesaia","57","15"
"Hebrew","DK>[","nif","dka","Jesaia","57","15"
"Hebrew","DKH/","NA","dke","Deuteronomium","23","2"
"Hebrew","DKH[","qal","dke","Psalmi","10","10"
"Hebrew","DKJ/","NA","dkj","Psalmi","93","3"
"Hebrew","DL/","NA","dl","Genesis","41","19"
"Hebrew","DL<N/","NA","dlpn","Josua","15","38"
"Hebrew","DL=/","NA","dl","Psalmi","141","3"
"Hebrew","DLG[","qal","dlc","Zephania","1","9"
"Hebrew","DLH/","NA","dle","Jesaia","38","12"
"Hebrew","DLH=/","NA","dle","Reges_II","24","14"
"Hebrew","DLH[","qal","dle","Exodus","2","16"
"Hebrew","DLJ/","NA","dlj","Numeri","24","7"
"Hebrew","DLJH/","NA","dlje","Esra","2","60"
"Hebrew","DLJHW/","NA","dljef","Jeremia","36","12"
"Hebrew","DLJLH/","NA","dljle","Judices","16","4"
"Hebrew","DLJT/","NA","dljv","Jeremia","11","16"
"Hebrew","DLL[","qal","dll","Judices","6","6"
"Hebrew","DLP/","NA","dlq","Proverbia","19","13"
"Hebrew","DLP=[","qal","dlq","Ecclesiastes","10","18"
"Hebrew","DLPWN/","NA","dlqfn","Esther","9","7"
"Hebrew","DLP[","qal","dlq","Psalmi","119","28"
"Hebrew","DLQT/","NA","dlsv","Deuteronomium","28","22"
"Hebrew","DLQ[","qal","dls","Genesis","31","36"
"Hebrew","DLT/","NA","dlv","Genesis","19","6"
"Hebrew","DLX[","qal","dlh","Ezechiel","32","2"
"Hebrew","DM/","NA","dm","Genesis","4","10"
"Hebrew","DM</","NA","dmp","Exodus","22","28"
"Hebrew","DM<H/","NA","dmpe","Reges_II","20","5"
"Hebrew","DM<[","qal","dmp","Jeremia","13","17"
"Hebrew","DMCQ/","NA","dmus","Amos","3","12"
"Hebrew","DMFQ/","NA","dmus","Genesis","14","15"
"Hebrew","DMH/","NA","dme","Ezechiel","27","32"
"Hebrew","DMH=[","qal","dme","Jeremia","14","17"
"Hebrew","DMH[","qal","dme","Jesaia","1","9"
"Hebrew","DMJ/","NA","dmj","Jesaia","62","6"
"Hebrew","DMJ=/","NA","dmj","Jesaia","38","10"
"Hebrew","DMJN/","NA","dmjn","Psalmi","17","12"
"Hebrew","DMMH/","NA","dmme","Reges_I","19","12"
"Hebrew","DMM[","qal","dmm","Exodus","15","16"
"Hebrew","DMN/","NA","dmn","Reges_II","9","37"
"Hebrew","DMNH/","NA","dmne","Josua","21","35"
"Hebrew","DMWT/","NA","dmfv","Genesis","1","26"
"Hebrew","DN/","NA","dn","Genesis","14","14"
"Hebrew","DNH/","NA","dne","Josua","15","49"
"Hebrew","DNHBH/","NA","dnebe","Genesis","36","32"
"Hebrew","DNJ/","NA","dnj","Judices","13","2"
"Hebrew","DNJ>L/","NA","dnjal","Ezechiel","14","14"
"Hebrew","DPJ/","NA","dqj","Psalmi","50","20"
"Hebrew","DPQH/","NA","dqse","Numeri","33","12"
"Hebrew","DPQ[","qal","dqs","Genesis","33","13"
"Hebrew","DQ/","NA","ds","Genesis","41","3"
"Hebrew","DQ=/","NA","ds","Jesaia","40","22"
"Hebrew","DQLH/","NA","dsle","Genesis","10","27"
"Hebrew","DQQ[","qal","dss","Exodus","32","20"
"Hebrew","DQR/","NA","dst","Reges_I","4","9"
"Hebrew","DQR[","qal","dst","Numeri","25","8"
"Hebrew","DR/","NA","dt","Esther","1","6"
"Hebrew","DR</","NA","dtp","Chronica_I","2","6"
"Hebrew","DR>WN/","NA","dtafn","Jesaia","66","24"
"Hebrew","DRBN/","NA","dtbn","Samuel_I","13","21"
"Hebrew","DRBN=/","NA","dtbn","Ecclesiastes","12","11"
"Hebrew","DRC[","qal","dtu","Genesis","9","5"
"Hebrew","DRD</","NA","dtdp","Reges_I","5","11"
"Hebrew","DRDR/","NA","dtdt","Genesis","3","18"
"Hebrew","DRJWC/","NA","dtjfu","Haggai","1","1"
"Hebrew","DRK/","NA","dtk","Genesis","3","24"
"Hebrew","DRKMNJM/","NA","dtkmnjm","Esra","2","69"
"Hebrew","DRK[","qal","dtk","Numeri","24","17"
"Hebrew","DRMFQ/","NA","dtmus","Chronica_I","18","5"
"Hebrew","DRQWN/","NA","dtsfn","Esra","2","56"
"Hebrew","DRWM/","NA","dtfm","Deuteronomium","33","23"
"Hebrew","DRWR/","NA","dtft","Exodus","30","23"
"Hebrew","DRWR=/","NA","dtft","Leviticus","25","10"
"Hebrew","DRWR==/","NA","dtft","Psalmi","84","4"
"Hebrew","DT/","NA","dv","Deuteronomium","33","2"
"Hebrew","DTN/","NA","dvn","Genesis","37","17"
"Hebrew","DTN=/","NA","dvn","Numeri","16","1"
"Hebrew","D>G/","NA","dac","Samuel_I","21","8"
"Hebrew","DWB[","hif","dfb","Leviticus","26","16"
"Hebrew","DWC[","qal","dfu","Deuteronomium","25","4"
"Hebrew","DWD/","NA","dfd","Leviticus","10","4"
"Hebrew","DWD=/","NA","dfd","Samuel_I","2","14"
"Hebrew","DWD==/","NA","dfd","Samuel_I","16","13"
"Hebrew","DWDH/","NA","dfde","Exodus","6","20"
"Hebrew","DWDJ/","NA","dfdj","Chronica_I","27","4"
"Hebrew","DWDJ=/","NA","dfdj","Genesis","30","14"
"Hebrew","DWDW/","NA","dfdf","Judices","10","1"
"Hebrew","DDWHW/","NA","ddfef","Chronica_II","20","37"
"Hebrew","DWG/","NA","dfc","Ezechiel","47","10"
"Hebrew","DWGH/","NA","dfce","Amos","4","2"
"Hebrew","DWH/","NA","dfe","Leviticus","15","33"
"Hebrew","DWH[","qal","dfe","Leviticus","12","2"
"Hebrew","DWJ/","NA","dfj","Psalmi","41","4"
"Hebrew","DWJ=/","NA","dfj","Jesaia","1","5"
"Hebrew","DWKJPT/","NA","dfkjqv","Leviticus","11","19"
"Hebrew","DWK[","qal","dfk","Numeri","11","8"
"Hebrew","DWMFQ/","NA","dfmus","Reges_II","16","10"
"Hebrew","DWMH/","NA","dfme","Psalmi","94","17"
"Hebrew","DWMH=/","NA","dfme","Genesis","25","14"
"Hebrew","DWMJH/","NA","dfmje","Psalmi","22","3"
"Hebrew","DWMM","NA","dfmm","Jesaia","47","5"
"Hebrew","DWNG/","NA","dfnc","Micha","1","4"
"Hebrew","DWN[","qal","dfn","Genesis","6","3"
"Hebrew","DWR/","NA","dft","Genesis","6","9"
"Hebrew","DWR=/","NA","dft","Jesaia","22","18"
"Hebrew","DWR==/","NA","dft","Jesaia","38","12"
"Hebrew","DWR===/","NA","dft","Josua","11","2"
"Hebrew","DWR[","qal","dft","Ezechiel","24","5"
"Hebrew","DWX[","hif","dfh","Jesaia","4","4"
"Hebrew","DWY[","qal","dfr","Iob","41","14"
"Hebrew","DXH[","qal","dhe","Psalmi","35","5"
"Hebrew","DXJ/","NA","dhj","Psalmi","56","14"
"Hebrew","DXN/","NA","dhn","Ezechiel","4","9"
"Hebrew","DXP[","qal","dhq","Esther","3","15"
"Hebrew","DXQ[","qal","dhs","Judices","2","18"
"Hebrew","DXX[","nif","dhh","Samuel_II","14","14"
"Hebrew","F<JR/","NA","upjt","Genesis","37","31"
"Hebrew","F<JR=/","NA","upjt","Leviticus","17","7"
"Hebrew","F<JR==/","NA","upjt","Deuteronomium","32","2"
"Hebrew","F<JR===/","NA","upjt","Genesis","27","11"
"Hebrew","F<JR====/","NA","upjt","Genesis","14","6"
"Hebrew","F<JRH/","NA","upjte","Leviticus","4","28"
"Hebrew","F<JRH=/","NA","upjte","Judices","3","26"
"Hebrew","F<PJM/","NA","upqjm","Iob","4","13"
"Hebrew","F<R/","NA","upt","Genesis","25","25"
"Hebrew","F<R=/","NA","upt","Jesaia","28","2"
"Hebrew","F<R==/","NA","upt","Ezechiel","27","35"
"Hebrew","F<R==[","qal","upt","Deuteronomium","32","17"
"Hebrew","F<R=[","qal","upt","Jeremia","2","12"
"Hebrew","F<RH/","NA","upte","Exodus","9","31"
"Hebrew","F<RH=/","NA","upte","Judices","20","16"
"Hebrew","F<RH==/","NA","upte","Nahum","1","3"
"Hebrew","F<RJM/","NA","uptjm","Chronica_I","24","8"
"Hebrew","F<R[","qal","upt","Psalmi","58","10"
"Hebrew","F>R/","NA","uat","Exodus","12","15"
"Hebrew","F>T/","NA","uav","Genesis","4","7"
"Hebrew","F>T=/","NA","uav","Leviticus","13","2"
"Hebrew","FB</","NA","ubp","Exodus","16","3"
"Hebrew","FB<=/","NA","ubp","Genesis","25","8"
"Hebrew","FB<==/","NA","ubp","Genesis","41","29"
"Hebrew","FB<H/","NA","ubpe","Jesaia","23","18"
"Hebrew","FB<H=/","NA","ubpe","Ezechiel","16","49"
"Hebrew","FB<[","qal","ubp","Exodus","16","8"
"Hebrew","FBKH/","NA","ubke","Reges_I","7","17"
"Hebrew","FBM/","NA","ubm","Numeri","32","3"
"Hebrew","FBMH/","NA","ubme","Numeri","32","38"
"Hebrew","FBR/","NA","ubt","Psalmi","119","116"
"Hebrew","FBR[","qal","ubt","Nehemia","2","13"
"Hebrew","FDD[","piel","udd","Jesaia","28","24"
"Hebrew","FDH/","NA","ude","Genesis","2","5"
"Hebrew","FDJ/","NA","udj","Deuteronomium","32","13"
"Hebrew","FDJM/","NA","udjm","Genesis","14","3"
"Hebrew","FDRH/","NA","udte","Reges_I","6","9"
"Hebrew","FFWN/","NA","uufn","Jesaia","12","3"
"Hebrew","FG>[","hif","uca","Iob","12","23"
"Hebrew","FGB[","qal","ucb","Deuteronomium","2","36"
"Hebrew","FGH[","qal","uce","Psalmi","92","13"
"Hebrew","FGJ>/","NA","ucja","Iob","36","26"
"Hebrew","FGWB/","NA","ucfb","Reges_I","16","34"
"Hebrew","FH/","NA","ue","Genesis","22","7"
"Hebrew","FHD/","NA","ued","Iob","16","19"
"Hebrew","FHRNJM/","NA","uetnjm","Judices","8","21"
"Hebrew","FJ>/","NA","uja","Iob","20","6"
"Hebrew","FJ>N/","NA","ujan","Deuteronomium","4","48"
"Hebrew","FJB/","NA","ujb","Reges_I","14","4"
"Hebrew","FJBH/","NA","ujbe","Genesis","15","15"
"Hebrew","FJB[","qal","ujb","Samuel_I","12","2"
"Hebrew","FJD/","NA","ujd","Deuteronomium","27","2"
"Hebrew","FJD[","qal","ujd","Deuteronomium","27","2"
"Hebrew","FJG/","NA","ujc","Reges_I","18","27"
"Hebrew","FJM[","qal","ujm","Genesis","2","8"
"Hebrew","FJX/","NA","ujh","Genesis","2","5"
"Hebrew","FJX=/","NA","ujh","Samuel_I","1","16"
"Hebrew","FJXH/","NA","ujhe","Psalmi","119","97"
"Hebrew","FJX[","qal","ujh","Judices","5","10"
"Hebrew","FK/","NA","uk","Numeri","33","55"
"Hebrew","FK=/","NA","uk","Threni","2","6"
"Hebrew","FKH/","NA","uke","Iob","40","31"
"Hebrew","FKJH/","NA","ukje","Jesaia","2","16"
"Hebrew","FKJH=/","NA","ukje","Chronica_I","8","10"
"Hebrew","FKJN/","NA","ukjn","Proverbia","23","2"
"Hebrew","FKJR/","NA","ukjt","Exodus","12","45"
"Hebrew","FKK[","qal","ukk","Exodus","33","22"
"Hebrew","FKL/","NA","ukl","Samuel_I","25","3"
"Hebrew","FKL=[","piel","ukl","Genesis","48","14"
"Hebrew","FKLWT/","NA","uklfv","Ecclesiastes","1","17"
"Hebrew","FKL[","qal","ukl","Samuel_I","18","30"
"Hebrew","FKR/","NA","ukt","Genesis","15","1"
"Hebrew","FKR=/","NA","ukt","Jesaia","19","10"
"Hebrew","FKR==/","NA","ukt","Chronica_I","11","35"
"Hebrew","FKR[","qal","ukt","Genesis","30","16"
"Hebrew","FKW/","NA","ukf","Samuel_I","19","22"
"Hebrew","FKWJ/","NA","ukfj","Iob","38","36"
"Hebrew","FLM>/","NA","ulma","Chronica_I","2","11"
"Hebrew","FLMH/","NA","ulme","Exodus","22","8"
"Hebrew","FLMH=/","NA","ulme","Ruth","4","20"
"Hebrew","FLMWN/","NA","ulmfn","Ruth","4","21"
"Hebrew","FLW/","NA","ulf","Exodus","16","13"
"Hebrew","FM>L/","NA","umal","Genesis","13","9"
"Hebrew","FM>LJ/","NA","umalj","Leviticus","14","15"
"Hebrew","FM>L[","hif","umal","Genesis","13","9"
"Hebrew","FMJKH/","NA","umjke","Judices","4","18"
"Hebrew","FMLH/","NA","umle","Genesis","9","23"
"Hebrew","FMLH=/","NA","umle","Genesis","36","36"
"Hebrew","FMMJT/","NA","ummjv","Proverbia","30","28"
"Hebrew","FMX/","NA","umh","Deuteronomium","16","15"
"Hebrew","FMXH/","NA","umhe","Genesis","31","27"
"Hebrew","FMX[","qal","umh","Exodus","4","14"
"Hebrew","FN>H/","NA","unae","Numeri","35","20"
"Hebrew","FN>[","qal","una","Genesis","24","60"
"Hebrew","FNJ>/","NA","unja","Deuteronomium","21","15"
"Hebrew","FNJR/","NA","unjt","Deuteronomium","3","9"
"Hebrew","FPH/","NA","uqe","Genesis","11","1"
"Hebrew","FPM/","NA","uqm","Leviticus","13","45"
"Hebrew","FPMWT/","NA","uqmfv","Samuel_I","30","28"
"Hebrew","FPN[","qal","uqn","Deuteronomium","33","19"
"Hebrew","FPQ/","NA","uqs","Iob","20","22"
"Hebrew","FPQ=/","NA","uqs","Iob","36","18"
"Hebrew","FPQ=[","qal","uqs","Reges_I","20","10"
"Hebrew","FPQ[","qal","uqs","Iob","27","23"
"Hebrew","FPX[","piel","uqh","Jesaia","3","17"
"Hebrew","FQ/","NA","us","Genesis","37","34"
"Hebrew","FQD[","nif","usd","Threni","1","14"
"Hebrew","FQR[","piel","ust","Jesaia","3","16"
"Hebrew","FR/","NA","ut","Genesis","12","15"
"Hebrew","FR<PJM/","NA","utpqjm","Psalmi","94","19"
"Hebrew","FR<[","qal","utp","Leviticus","21","18"
"Hebrew","FR>YR/","NA","utart","Reges_II","19","37"
"Hebrew","FRD/","NA","utd","Jesaia","44","13"
"Hebrew","FRD=/","NA","utd","Exodus","31","10"
"Hebrew","FRD[","qal","utd","Josua","10","20"
"Hebrew","FRG[","pual","utc","Iob","40","17"
"Hebrew","FRH/","NA","ute","Judices","5","29"
"Hebrew","FRH=/","NA","ute","Genesis","17","15"
"Hebrew","FRH[","qal","ute","Genesis","32","29"
"Hebrew","FRJ/","NA","utj","Genesis","11","29"
"Hebrew","FRJD/","NA","utjd","Numeri","21","35"
"Hebrew","FRJD=/","NA","utjd","Josua","19","10"
"Hebrew","FRJG/","NA","utjc","Genesis","40","10"
"Hebrew","FRJH/","NA","utje","Samuel_II","8","17"
"Hebrew","FRJHW/","NA","utjef","Jeremia","36","26"
"Hebrew","FRJQ/","NA","utjs","Jesaia","19","9"
"Hebrew","FRJN/","NA","utjn","Deuteronomium","3","9"
"Hebrew","FRK[","piel","utk","Jeremia","2","23"
"Hebrew","FRP/","NA","utq","Numeri","21","6"
"Hebrew","FRP=/","NA","utq","Chronica_I","4","22"
"Hebrew","FRPH/","NA","utqe","Genesis","11","3"
"Hebrew","FRP[","qal","utq","Genesis","11","3"
"Hebrew","FRQ/","NA","uts","Jesaia","5","2"
"Hebrew","FRQ=/","NA","uts","Jesaia","16","8"
"Hebrew","FRQH/","NA","utse","Genesis","49","11"
"Hebrew","FRR[","qal","utt","Judices","9","22"
"Hebrew","FRV/","NA","uti","Leviticus","19","28"
"Hebrew","FRVT/","NA","utiv","Leviticus","21","5"
"Hebrew","FRV[","qal","uti","Leviticus","21","5"
"Hebrew","FRWG/","NA","utfc","Genesis","11","20"
"Hebrew","FRWK/","NA","utfk","Genesis","14","23"
"Hebrew","FRX/","NA","uth","Genesis","46","17"
"Hebrew","FR_SKJM/","NA","ut okjm","Jeremia","39","3"
"Hebrew","FTM[","qal","uvm","Threni","3","8"
"Hebrew","FTR[","nif","uvt","Samuel_I","5","9"
"Hebrew","FV/","NA","ui","Hosea","5","2"
"Hebrew","FVH[","qal","uie","Numeri","5","12"
"Hebrew","FVM[","qal","uim","Genesis","27","41"
"Hebrew","FVN/","NA","uin","Numeri","22","22"
"Hebrew","FVNH/","NA","uine","Esra","4","6"
"Hebrew","FVNH=/","NA","uine","Genesis","26","21"
"Hebrew","FVN[","qal","uin","Sacharia","3","1"
"Hebrew","FWBK/","NA","ufbk","Samuel_II","18","9"
"Hebrew","FWF[","qal","ufu","Deuteronomium","28","63"
"Hebrew","FWG[","piel","ufc","Jesaia","17","11"
"Hebrew","FWK/","NA","ufk","Judices","9","49"
"Hebrew","FWKH/","NA","ufke","Judices","9","48"
"Hebrew","FWKH=/","NA","ufke","Josua","15","35"
"Hebrew","FWKTJ/","NA","ufkvj","Chronica_I","2","55"
"Hebrew","FWK[","qal","ufk","Hosea","2","8"
"Hebrew","FWRH/","NA","ufte","Jesaia","28","25"
"Hebrew","FRQ==/","NA","uts","Judices","16","4"
"Hebrew","FWR[","qal","uft","Hosea","9","12"
"Hebrew","FWV[","qal","ufi","Psalmi","40","5"
"Hebrew","FWX[","qal","ufh","Genesis","24","63"
"Hebrew","FX/","NA","uh","Amos","4","13"
"Hebrew","FXH[","qal","uhe","Jesaia","25","11"
"Hebrew","FXJP/","NA","uhjq","Ezechiel","41","16"
"Hebrew","FXQ[","qal","uhs","Judices","16","27"
"Hebrew","FXV[","qal","uhi","Genesis","40","11"
"Hebrew","FXW/","NA","uhf","Ezechiel","47","5"
"Hebrew","FXWQ/","NA","uhfs","Jeremia","20","7"
"Hebrew","G<C/","NA","cpu","Josua","24","30"
"Hebrew","G<C[","qal","cpu","Psalmi","18","8"
"Hebrew","G<H/","NA","cpe","Jeremia","31","39"
"Hebrew","G<H[","qal","cpe","Samuel_I","6","12"
"Hebrew","G<L/","NA","cpl","Ezechiel","16","5"
"Hebrew","G<L=/","NA","cpl","Judices","9","26"
"Hebrew","G<L[","qal","cpl","Leviticus","26","11"
"Hebrew","G<RH/","NA","cpte","Samuel_II","22","16"
"Hebrew","G<R[","qal","cpt","Genesis","37","10"
"Hebrew","G<TM/","NA","cpvm","Genesis","36","11"
"Hebrew","G>/","NA","ca","Jesaia","16","6"
"Hebrew","G>H/","NA","cae","Jesaia","2","12"
"Hebrew","G>H=/","NA","cae","Proverbia","8","13"
"Hebrew","G>H[","qal","cae","Exodus","15","1"
"Hebrew","G>L=[","qal","cal","Jesaia","63","3"
"Hebrew","G>LH/","NA","cale","Leviticus","25","24"
"Hebrew","G>LJM/","NA","caljm","Nehemia","13","29"
